ID,Rating,Review,word_count
1760,5,very very very very nice product,6
1761,5,quality of product good,4
1762,5,nice product thank you flipkart,5
1763,5,good football but loses air in little amount of time,10
1764,5,attractive products super quality matterial is also good,8
1765,5,very comfortable and nice clogs looks goodim happyð,8
1766,5,verry good product,3
1767,5,its very useful in my housetq flipkart,7
1768,5,very good product,3
1769,5,100 original charger charging speed is awsm,7
1770,5,perfect grinder and supbb quality price range is also excellent,10
1771,5,go for it very good quality product by brand milton,10
1772,5,very nice product for only study parpas,7
1773,5,very nice and useful,4
1774,5,very good product,3
1775,5,very good my daughter is very happy,7
1776,5,value for money,3
1777,5,good but somthing dought,4
1778,5,very well packedafter one week seeds started growing,8
1779,5,worth buying awesome product,4
1780,5,very nice product,3
1781,5,the thing is very good i am very happy,9
1782,5,very nice product worth for money,6
1783,5,amazing oil with alovera extracts perfect for frizzy hair,9
1784,5,its working good,3
1785,5,nice quality of plants,4
1786,5,ok for the price tag,5
1787,5,i loved it,3
1788,5,very good product,3
1789,5,nice qualityloved it,3
1790,5,good product good,3
1791,5,amazing the tube light was not included but ok done,10
1792,5,over all nice,3
1793,5,comfortable to wear very nice,5
1794,5,good quality sturdy product,4
1795,5,awesome productnice packing,3
1796,5,v nice serum,3
1797,5,goodall key working,3
1798,5,i am satisfied,3
1799,5,very good product ð,4
1800,5,good productthanu so much,4
1801,5,very nice and delivered very quickly,6
1802,5,really nice in quality,4
1803,5,thats great wonderful amezing,4
1804,5,best product for kitchen,4
1805,5,very free 2 use go for it,7
1806,5,nice basss ðððððð,3
1807,5,good bi cycle,3
1808,5,extremely good product,3
1809,5,very helpful for indian kitchen company services is also good,10
1810,5,very very beautiful productliked it very much,7
1811,5,its too good product,4
1812,5,nice product 2 month use,5
1813,5,it is very useful and working in good condition,9
1814,5,great product loved it,4
1815,5,nice and strong quality product as using,7
1816,5,very good qualityhappy with purchase,5
1817,5,very good product,3
1818,5,great and good product and original i am happy,9
1819,5,great yr easy to use,5
1820,5,great product at this price,5
1821,5,awesome wallet wonderful,3
1822,5,all of them best,4
1823,5,good product and value for money,6
1824,5,very good thank you flipkart,5
1825,5,good product at affordable price,5
1826,5,very good product,3
1827,5,very good quality patches thanks filpcart,6
1828,5,gud must buy,3
1829,5,its quite good using first time have enough speed too,10
1830,5,so nicely workingi am using it since 4 month,9
1831,5,good quality product,3
1832,5,very nice product by google,5
1833,5,battery low problem,3
1834,5,really amazing experiencei like it,5
1835,5,really nice and amazing loved it,6
1836,5,little bit of small size otherwise very good,8
1837,5,very nice mixer grindervalue for money,6
1838,5,really nice product thank you flipkart thank ððððððððððððð,8
1839,5,very nice thank you so much flipkart,7
1840,5,thanks flipkart ðð,3
1841,5,in this rate it was osm go for it,9
1842,5,product is butter smooth,4
1843,5,good quality product ððð,4
1844,5,nice product i strongly recommend this product,7
1845,5,marq amazing washing ultimate product in low cost,8
1846,5,nice product worth full,4
1847,5,best material best fetting,4
1848,5,nice product awesome ð,4
1849,5,best product ð,3
1850,5,good and very nice,4
1851,5,good quality product,3
1852,5,go for it,3
1853,5,very nice and beautiful product,5
1854,5,value for money abundant wind from wings,7
1855,5,nice product ð very much happy ð thank u flipcard,10
1856,5,this is good product,4
1857,5,this product is very good,5
1858,5,nice value for money,4
1859,5,very nice product,3
1860,5,good product very useful,4
1861,5,this product is amazing at this price range,8
1862,5,for a price of 240its damn good ð,8
1863,5,i like it âï,4
1864,5,best product âïâïâïâï,3
1865,5,very easy to assemble and good for books storage,9
1866,5,sure if you want buying it,6
1867,5,love it ððð,3
1868,5,good product ð,3
1869,5,nice product really impressed highly recommended,6
1870,5,value of money,3
1871,5,nice product ð,3
1872,5,nice colour and good quality for cycling,7
1873,5,camera quality is good,4
1874,5,very good product,3
1875,5,good product nice,3
1876,5,my favourite ðð productreceived before time,6
1877,5,just wow a1 quality and must for whoever seeing this,10
1878,5,i does its job well,5
1879,5,value for money,3
1880,5,nice product vera level ð,5
1881,5,exelent product thank u flip kart,6
1882,5,superb productthanks flipkart for such reasonable deals,7
1883,5,nice but small size,4
1884,5,working good for now,4
1885,5,awesome product great price,4
1886,5,very good product,3
1887,5,mind blowing purchase must buy,5
1888,5,good quality products flipkart excellent services thanks more regards,9
1889,5,vego good company i am happy,6
1890,5,good product original,3
1891,5,good product in this price,5
1892,5,really its good ð product,5
1893,5,this amar akhbar antoni are absolutely heathy,7
1894,5,good demo and good service,5
1895,5,excellent washing machine ð,4
1896,5,good product if u like the size,7
1897,5,amazing i love itð,4
1898,5,i am happy ððð,4
1899,5,very good quality plastic chair,5
1900,5,very nice product,3
1901,5,good product thanks flipkart,4
1902,5,excellent quality easy to install thumsup,6
1903,5,very wonderful good product and stylish look,7
1904,5,love this machine,3
1905,5,its good product ðð,4
1906,5,very nice product,3
1907,5,good for medium area,4
1908,5,the smart ð buy,4
1909,5,quality is good worth a buy,6
1910,5,i bought it less than 18999,6
1911,5,a nice product and looks feels premium value for money,10
1912,5,my baby love tis one,5
1913,5,easy to use very good product,6
1914,5,nice product quantity and value,5
1915,5,very good product,3
1916,5,very nice product as expected the product was came,9
1917,5,my mom very happy nice product thank u flipkart ððð,10
1918,5,awsome purchase 15300,3
1919,5,best at this price segment,5
1920,5,good product ðalso delivery goodðthank you flipkart â,8
1921,5,very good setup box very easy installation,7
1922,5,waao good product,3
1923,5,same as expected,3
1924,5,good productprice is very low for compare than other companies,10
1925,5,nice product flipkart flipkart,4
1926,5,very good simple product,4
1927,5,really very beautiful light,4
1928,5,nice quality ððð,3
1929,5,just apt for my needaccessories given are a supportive gesture,10
1930,5,very nice ð good,4
1931,5,excellent product by cannon,4
1932,5,good but the battery is missing,6
1933,5,awesome productðððthnku flipkartðð,3
1934,5,ai am satisfiyed with foot ball must buy,8
1935,5,hight speed date transferring hdd,5
1936,5,it is very beautiful,4
1937,5,berry good product for collage student,6
1938,5,awesome product quality was impressive,5
1939,5,good productthanx to flipkart,4
1940,5,very good quality,3
1941,5,very good product must buy,5
1942,5,this is a very nice product and,7
1943,5,good value for money ð,5
1944,5,very nice product,3
1945,5,mind blowing adaptor superb flipkart,5
1946,5,product is very nice i am very happy with flipkart,10
1947,5,nice product ð,3
1948,5,good sound quality full paisa wasool,6
1949,5,looks superbgood perfomancehappy with the product,6
1950,5,high quality product,3
1951,5,overall nice product,3
1952,5,value for the money suprb,5
1953,5,just a fabulous product lovely,5
1954,5,nice quality 30hrhit the water,5
1955,5,delivered without defect and arrived on timebest value for money,10
1956,5,very good quality product,4
1957,5,quality is good,3
1958,5,best of best also so comfortable,6
1959,5,best for beginners kudos to flipkart for early delivery,9
1960,5,value for money,3
1961,5,product is very good,4
1962,5,excellent product blindly go for it,6
1963,5,very goodthis watch is so comfortable,6
1964,5,awesome product really worth your money,6
1965,5,very good product,3
1966,5,nyprodect weight gain,3
1967,5,i am happy,3
1968,5,nice very good,3
1969,5,very nice product,3
1970,5,thank u awosome led light and amazing speed,8
1971,5,quality product by samsungdelivery very firstbehavior good help fullthnx philipkart,10
1972,5,really good for this price,5
1973,5,very nice product,3
1974,5,nice curtains but quality is normal,6
1975,5,amazing product of pigeon highly recomended,6
1976,5,value for money water temperature remains the same,8
1977,5,very powerful product very nice,5
1978,5,full laisa vasool decent in size and good quality picture,10
1979,5,very good product,3
1980,5,just go for it,4
1981,5,superbb quality i am soooo happy thank u flipcart,9
1982,5,great deal at this price range,6
1983,5,nice delivery and item,4
1984,5,great product very nice,4
1985,5,best quality angle,3
1986,5,very nice product,3
1987,5,very nice product value of money love iteasy to useð,10
1988,5,beautiful delivery boy is very polite in behaviour,8
1989,5,heavy and good for books and anythingððð³ð³ð³,7
1990,5,good product very fast installation worth for money,8
1991,5,very good material for dinner set,6
1992,5,very nice ð,3
1993,5,nice product ð really ð,5
1994,5,nicequality is goodyou can buy for giftcomes with a box,10
1995,5,nice very long sized,4
1996,5,it is so so so nice,6
1997,5,very good product ðð,4
1998,5,delivery boy is good person,5
1999,5,super bassbut sound low love it âð,7
2000,5,very nice watch,3
